run_id	STDP-RL:AMPA:RLhebbwt	STDP-RL:AMPA:RLantiwt	sim:targetedNonEM	sim:targetedRLDscntFctr	sim:targetedRLMainFctr	sim:targetedRLOppFctr	critic:posRewardBias	critic:angv_bias	critic:clear_flips	critic:total_gain
4089	0.02	-0.02	1	0.5	0.8	0.8	3.0	0.8	True	2.5
4090	0.02	-0.02	1	0.5	0.8	0.8	3.0	0.8	True	3.0
4091	0.02	-0.02	1	0.5	0.8	0.8	3.0	0.8	True	3.5
4092	0.02	-0.02	1	0.5	0.8	0.8	3.0	0.9	False	2.5
4093	0.02	-0.02	1	0.5	0.8	0.8	3.0	0.9	False	3.0
4094	0.02	-0.02	1	0.5	0.8	0.8	3.0	0.9	False	3.5
4095	0.02	-0.02	1	0.5	0.8	0.8	3.0	0.9	True	2.5
4096	0.02	-0.02	1	0.5	0.8	0.8	3.0	0.9	True	3.0
4097	0.02	-0.02	1	0.5	0.8	0.8	3.0	0.9	True	3.5
4098	0.02	-0.02	1	0.5	0.8	0.8	3.0	1.0	False	2.5
4099	0.02	-0.02	1	0.5	0.8	0.8	3.0	1.0	False	3.0
4100	0.02	-0.02	1	0.5	0.8	0.8	3.0	1.0	False	3.5
4101	0.02	-0.02	1	0.5	0.8	0.8	3.0	1.0	True	2.5
4102	0.02	-0.02	1	0.5	0.8	0.8	3.0	1.0	True	3.0
4103	0.02	-0.02	1	0.5	0.8	0.8	3.0	1.0	True	3.5
4104	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.7	False	2.5
4105	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.7	False	3.0
4106	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.7	False	3.5
4107	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.7	True	2.5
4108	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.7	True	3.0
4109	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.7	True	3.5
4110	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.8	False	2.5
4111	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.8	False	3.0
4112	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.8	False	3.5
4113	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.8	True	2.5
4114	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.8	True	3.0
4115	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.8	True	3.5
4116	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.9	False	2.5
4117	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.9	False	3.0
4118	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.9	False	3.5
4119	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.9	True	2.5
4120	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.9	True	3.0
4121	0.02	-0.02	1	0.5	0.9	0.5	2.5	0.9	True	3.5
4122	0.02	-0.02	1	0.5	0.9	0.5	2.5	1.0	False	2.5
4123	0.02	-0.02	1	0.5	0.9	0.5	2.5	1.0	False	3.0
4124	0.02	-0.02	1	0.5	0.9	0.5	2.5	1.0	False	3.5
4125	0.02	-0.02	1	0.5	0.9	0.5	2.5	1.0	True	2.5
4126	0.02	-0.02	1	0.5	0.9	0.5	2.5	1.0	True	3.0
4127	0.02	-0.02	1	0.5	0.9	0.5	2.5	1.0	True	3.5
4128	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.7	False	2.5
4129	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.7	False	3.0
4130	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.7	False	3.5
4131	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.7	True	2.5
4132	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.7	True	3.0
4133	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.7	True	3.5
4134	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.8	False	2.5
4135	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.8	False	3.0
4136	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.8	False	3.5
4137	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.8	True	2.5
4138	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.8	True	3.0
4139	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.8	True	3.5
4140	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.9	False	2.5
4141	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.9	False	3.0
4142	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.9	False	3.5
4143	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.9	True	2.5
4144	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.9	True	3.0
4145	0.02	-0.02	1	0.5	0.9	0.5	2.8	0.9	True	3.5
4146	0.02	-0.02	1	0.5	0.9	0.5	2.8	1.0	False	2.5
4147	0.02	-0.02	1	0.5	0.9	0.5	2.8	1.0	False	3.0
4148	0.02	-0.02	1	0.5	0.9	0.5	2.8	1.0	False	3.5
4149	0.02	-0.02	1	0.5	0.9	0.5	2.8	1.0	True	2.5
4150	0.02	-0.02	1	0.5	0.9	0.5	2.8	1.0	True	3.0
4151	0.02	-0.02	1	0.5	0.9	0.5	2.8	1.0	True	3.5
4152	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.7	False	2.5
4153	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.7	False	3.0
4154	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.7	False	3.5
4155	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.7	True	2.5
4156	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.7	True	3.0
4157	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.7	True	3.5
4158	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.8	False	2.5
4159	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.8	False	3.0
4160	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.8	False	3.5
4161	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.8	True	2.5
4162	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.8	True	3.0
4163	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.8	True	3.5
4164	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.9	False	2.5
4165	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.9	False	3.0
4166	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.9	False	3.5
4167	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.9	True	2.5
4168	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.9	True	3.0
4169	0.02	-0.02	1	0.5	0.9	0.5	3.0	0.9	True	3.5
4170	0.02	-0.02	1	0.5	0.9	0.5	3.0	1.0	False	2.5
4171	0.02	-0.02	1	0.5	0.9	0.5	3.0	1.0	False	3.0
4172	0.02	-0.02	1	0.5	0.9	0.5	3.0	1.0	False	3.5
4173	0.02	-0.02	1	0.5	0.9	0.5	3.0	1.0	True	2.5
4174	0.02	-0.02	1	0.5	0.9	0.5	3.0	1.0	True	3.0
4175	0.02	-0.02	1	0.5	0.9	0.5	3.0	1.0	True	3.5
4176	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.7	False	2.5
4177	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.7	False	3.0
4178	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.7	False	3.5
4179	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.7	True	2.5
4180	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.7	True	3.0
4181	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.7	True	3.5
4182	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.8	False	2.5
4183	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.8	False	3.0
4184	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.8	False	3.5
4185	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.8	True	2.5
4186	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.8	True	3.0
4187	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.8	True	3.5
4188	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.9	False	2.5
4189	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.9	False	3.0
4190	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.9	False	3.5
4191	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.9	True	2.5
4192	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.9	True	3.0
4193	0.02	-0.02	1	0.5	0.9	0.8	2.5	0.9	True	3.5
4194	0.02	-0.02	1	0.5	0.9	0.8	2.5	1.0	False	2.5
4195	0.02	-0.02	1	0.5	0.9	0.8	2.5	1.0	False	3.0
4196	0.02	-0.02	1	0.5	0.9	0.8	2.5	1.0	False	3.5
4197	0.02	-0.02	1	0.5	0.9	0.8	2.5	1.0	True	2.5
4198	0.02	-0.02	1	0.5	0.9	0.8	2.5	1.0	True	3.0
4199	0.02	-0.02	1	0.5	0.9	0.8	2.5	1.0	True	3.5
4200	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.7	False	2.5
4201	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.7	False	3.0
4202	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.7	False	3.5
4203	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.7	True	2.5
4204	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.7	True	3.0
4205	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.7	True	3.5
4206	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.8	False	2.5
4207	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.8	False	3.0
4208	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.8	False	3.5
4209	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.8	True	2.5
4210	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.8	True	3.0
4211	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.8	True	3.5
4212	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.9	False	2.5
4213	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.9	False	3.0
4214	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.9	False	3.5
4215	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.9	True	2.5
4216	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.9	True	3.0
4217	0.02	-0.02	1	0.5	0.9	0.8	2.8	0.9	True	3.5
4218	0.02	-0.02	1	0.5	0.9	0.8	2.8	1.0	False	2.5
4219	0.02	-0.02	1	0.5	0.9	0.8	2.8	1.0	False	3.0
4220	0.02	-0.02	1	0.5	0.9	0.8	2.8	1.0	False	3.5
4221	0.02	-0.02	1	0.5	0.9	0.8	2.8	1.0	True	2.5
4222	0.02	-0.02	1	0.5	0.9	0.8	2.8	1.0	True	3.0
4223	0.02	-0.02	1	0.5	0.9	0.8	2.8	1.0	True	3.5
4224	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.7	False	2.5
4225	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.7	False	3.0
4226	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.7	False	3.5
4227	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.7	True	2.5
4228	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.7	True	3.0
4229	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.7	True	3.5
4230	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.8	False	2.5
4231	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.8	False	3.0
4232	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.8	False	3.5
4233	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.8	True	2.5
4234	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.8	True	3.0
4235	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.8	True	3.5
4236	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.9	False	2.5
4237	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.9	False	3.0
4238	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.9	False	3.5
4239	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.9	True	2.5
4240	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.9	True	3.0
4241	0.02	-0.02	1	0.5	0.9	0.8	3.0	0.9	True	3.5
4242	0.02	-0.02	1	0.5	0.9	0.8	3.0	1.0	False	2.5
4243	0.02	-0.02	1	0.5	0.9	0.8	3.0	1.0	False	3.0
4244	0.02	-0.02	1	0.5	0.9	0.8	3.0	1.0	False	3.5
4245	0.02	-0.02	1	0.5	0.9	0.8	3.0	1.0	True	2.5
4246	0.02	-0.02	1	0.5	0.9	0.8	3.0	1.0	True	3.0
4247	0.02	-0.02	1	0.5	0.9	0.8	3.0	1.0	True	3.5
4248	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.7	False	2.5
4249	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.7	False	3.0
4250	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.7	False	3.5
4251	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.7	True	2.5
4252	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.7	True	3.0
4253	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.7	True	3.5
4254	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.8	False	2.5
4255	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.8	False	3.0
4256	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.8	False	3.5
4257	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.8	True	2.5
4258	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.8	True	3.0
4259	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.8	True	3.5
4260	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.9	False	2.5
4261	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.9	False	3.0
4262	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.9	False	3.5
4263	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.9	True	2.5
4264	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.9	True	3.0
4265	0.02	-0.02	1	0.5	0.9	0.9	2.5	0.9	True	3.5
4266	0.02	-0.02	1	0.5	0.9	0.9	2.5	1.0	False	2.5
4267	0.02	-0.02	1	0.5	0.9	0.9	2.5	1.0	False	3.0
4268	0.02	-0.02	1	0.5	0.9	0.9	2.5	1.0	False	3.5
4269	0.02	-0.02	1	0.5	0.9	0.9	2.5	1.0	True	2.5
4270	0.02	-0.02	1	0.5	0.9	0.9	2.5	1.0	True	3.0
4271	0.02	-0.02	1	0.5	0.9	0.9	2.5	1.0	True	3.5
4272	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.7	False	2.5
4273	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.7	False	3.0
4274	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.7	False	3.5
4275	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.7	True	2.5
4276	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.7	True	3.0
4277	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.7	True	3.5
4278	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.8	False	2.5
4279	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.8	False	3.0
4280	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.8	False	3.5
4281	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.8	True	2.5
4282	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.8	True	3.0
4283	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.8	True	3.5
4284	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.9	False	2.5
4285	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.9	False	3.0
4286	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.9	False	3.5
4287	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.9	True	2.5
4288	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.9	True	3.0
4289	0.02	-0.02	1	0.5	0.9	0.9	2.8	0.9	True	3.5
4290	0.02	-0.02	1	0.5	0.9	0.9	2.8	1.0	False	2.5
4291	0.02	-0.02	1	0.5	0.9	0.9	2.8	1.0	False	3.0
4292	0.02	-0.02	1	0.5	0.9	0.9	2.8	1.0	False	3.5
4293	0.02	-0.02	1	0.5	0.9	0.9	2.8	1.0	True	2.5
4294	0.02	-0.02	1	0.5	0.9	0.9	2.8	1.0	True	3.0
4295	0.02	-0.02	1	0.5	0.9	0.9	2.8	1.0	True	3.5
4296	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.7	False	2.5
4297	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.7	False	3.0
4298	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.7	False	3.5
4299	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.7	True	2.5
4300	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.7	True	3.0
4301	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.7	True	3.5
4302	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.8	False	2.5
4303	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.8	False	3.0
4304	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.8	False	3.5
4305	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.8	True	2.5
4306	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.8	True	3.0
4307	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.8	True	3.5
4308	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.9	False	2.5
4309	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.9	False	3.0
4310	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.9	False	3.5
4311	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.9	True	2.5
4312	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.9	True	3.0
4313	0.02	-0.02	1	0.5	0.9	0.9	3.0	0.9	True	3.5
4314	0.02	-0.02	1	0.5	0.9	0.9	3.0	1.0	False	2.5
4315	0.02	-0.02	1	0.5	0.9	0.9	3.0	1.0	False	3.0
4316	0.02	-0.02	1	0.5	0.9	0.9	3.0	1.0	False	3.5
4317	0.02	-0.02	1	0.5	0.9	0.9	3.0	1.0	True	2.5
4318	0.02	-0.02	1	0.5	0.9	0.9	3.0	1.0	True	3.0
4319	0.02	-0.02	1	0.5	0.9	0.9	3.0	1.0	True	3.5
4320	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.7	False	2.5
4321	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.7	False	3.0
4322	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.7	False	3.5
4323	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.7	True	2.5
4324	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.7	True	3.0
4325	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.7	True	3.5
4326	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.8	False	2.5
4327	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.8	False	3.0
4328	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.8	False	3.5
4329	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.8	True	2.5
4330	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.8	True	3.0
4331	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.8	True	3.5
4332	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.9	False	2.5
4333	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.9	False	3.0
4334	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.9	False	3.5
4335	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.9	True	2.5
4336	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.9	True	3.0
4337	0.02	-0.02	1	0.5	1.0	0.5	2.5	0.9	True	3.5
4338	0.02	-0.02	1	0.5	1.0	0.5	2.5	1.0	False	2.5
4339	0.02	-0.02	1	0.5	1.0	0.5	2.5	1.0	False	3.0
4340	0.02	-0.02	1	0.5	1.0	0.5	2.5	1.0	False	3.5
4341	0.02	-0.02	1	0.5	1.0	0.5	2.5	1.0	True	2.5
4342	0.02	-0.02	1	0.5	1.0	0.5	2.5	1.0	True	3.0
4343	0.02	-0.02	1	0.5	1.0	0.5	2.5	1.0	True	3.5
4344	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.7	False	2.5
4345	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.7	False	3.0
4346	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.7	False	3.5
4347	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.7	True	2.5
4348	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.7	True	3.0
4349	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.7	True	3.5
4350	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.8	False	2.5
4351	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.8	False	3.0
4352	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.8	False	3.5
4353	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.8	True	2.5
4354	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.8	True	3.0
4355	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.8	True	3.5
4356	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.9	False	2.5
4357	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.9	False	3.0
4358	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.9	False	3.5
4359	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.9	True	2.5
4360	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.9	True	3.0
4361	0.02	-0.02	1	0.5	1.0	0.5	2.8	0.9	True	3.5
4362	0.02	-0.02	1	0.5	1.0	0.5	2.8	1.0	False	2.5
4363	0.02	-0.02	1	0.5	1.0	0.5	2.8	1.0	False	3.0
4364	0.02	-0.02	1	0.5	1.0	0.5	2.8	1.0	False	3.5
4365	0.02	-0.02	1	0.5	1.0	0.5	2.8	1.0	True	2.5
4366	0.02	-0.02	1	0.5	1.0	0.5	2.8	1.0	True	3.0
4367	0.02	-0.02	1	0.5	1.0	0.5	2.8	1.0	True	3.5
4368	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.7	False	2.5
4369	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.7	False	3.0
4370	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.7	False	3.5
4371	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.7	True	2.5
4372	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.7	True	3.0
4373	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.7	True	3.5
4374	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.8	False	2.5
4375	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.8	False	3.0
4376	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.8	False	3.5
4377	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.8	True	2.5
4378	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.8	True	3.0
4379	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.8	True	3.5
4380	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.9	False	2.5
4381	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.9	False	3.0
4382	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.9	False	3.5
4383	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.9	True	2.5
4384	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.9	True	3.0
4385	0.02	-0.02	1	0.5	1.0	0.5	3.0	0.9	True	3.5
4386	0.02	-0.02	1	0.5	1.0	0.5	3.0	1.0	False	2.5
4387	0.02	-0.02	1	0.5	1.0	0.5	3.0	1.0	False	3.0
4388	0.02	-0.02	1	0.5	1.0	0.5	3.0	1.0	False	3.5
4389	0.02	-0.02	1	0.5	1.0	0.5	3.0	1.0	True	2.5
4390	0.02	-0.02	1	0.5	1.0	0.5	3.0	1.0	True	3.0
4391	0.02	-0.02	1	0.5	1.0	0.5	3.0	1.0	True	3.5
4392	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.7	False	2.5
4393	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.7	False	3.0
4394	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.7	False	3.5
4395	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.7	True	2.5
4396	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.7	True	3.0
4397	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.7	True	3.5
4398	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.8	False	2.5
4399	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.8	False	3.0
4400	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.8	False	3.5
4401	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.8	True	2.5
4402	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.8	True	3.0
4403	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.8	True	3.5
4404	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.9	False	2.5
4405	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.9	False	3.0
4406	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.9	False	3.5
4407	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.9	True	2.5
4408	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.9	True	3.0
4409	0.02	-0.02	1	0.5	1.0	0.8	2.5	0.9	True	3.5
4410	0.02	-0.02	1	0.5	1.0	0.8	2.5	1.0	False	2.5
4411	0.02	-0.02	1	0.5	1.0	0.8	2.5	1.0	False	3.0
4412	0.02	-0.02	1	0.5	1.0	0.8	2.5	1.0	False	3.5
4413	0.02	-0.02	1	0.5	1.0	0.8	2.5	1.0	True	2.5
4414	0.02	-0.02	1	0.5	1.0	0.8	2.5	1.0	True	3.0
4415	0.02	-0.02	1	0.5	1.0	0.8	2.5	1.0	True	3.5
4416	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.7	False	2.5
4417	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.7	False	3.0
4418	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.7	False	3.5
4419	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.7	True	2.5
4420	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.7	True	3.0
4421	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.7	True	3.5
4422	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.8	False	2.5
4423	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.8	False	3.0
4424	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.8	False	3.5
4425	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.8	True	2.5
4426	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.8	True	3.0
4427	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.8	True	3.5
4428	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.9	False	2.5
4429	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.9	False	3.0
4430	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.9	False	3.5
4431	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.9	True	2.5
4432	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.9	True	3.0
4433	0.02	-0.02	1	0.5	1.0	0.8	2.8	0.9	True	3.5
4434	0.02	-0.02	1	0.5	1.0	0.8	2.8	1.0	False	2.5
